2277_149874_000000_000000	"Why, Sister Carrie!" she began, and there was a perfunctory embrace of welcome.	"Why, Sister Carrie!" she began, and there was a perfunctory embrace of welcome.	false	0.84	4.59	19.658627
2277_149874_000007_000001	Her husband asked a few questions and sat down to read the evening paper.	Her husband asked a few questions and sat down to read the evening paper.	true	72.08	76.15	20.555634
2277_149874_000007_000002	He was a silent man, American born, of a Swede father, and now employed as a cleaner of refrigerator cars at the stock-yards.	He was a silent man, American born, of a Swede father, and now employed as a cleaner of refrigerator cars at the stock yards.	true	76.25	83.83	21.091072
2277_149874_000007_000003	To him the presence or absence of his wife's sister was a matter of indifference.	To him the presence or absence of his wife's sister was a matter of indifference.	true	84.17	88.78	19.610725
2277_149874_000007_000004	Her personal appearance did not affect him one way or the other.	Her personal appearance did not affect him one way or the other.	true	89.39	92.77	19
2277_149874_000007_000005	His one observation to the point was concerning the chances of work in Chicago.	His one observation to the point was concerning the chances of work in Chicago.	true	93.14	97.45	20.092638
2277_149874_000008_000000	"It's a big place," he said.	"It's a big place," he said.	true	97.58	99.37	20.24944
2277_149874_000008_000001	"You can get in somewhere in a few days. Everybody does."	"You can get in somewhere in a few days. Everybody does."	true	99.44	102.64	19.85233
2277_149874_000009_000000	It had been tacitly understood beforehand that she was to get work and pay her board.	It had been tacitly understood beforehand that she was to get work and pay her board.	true	103.43	108.07	18
2277_149874_000009_000001	He was of a clean, saving disposition, and had already paid a number of monthly instalments on two lots far out on the West Side.	He was of a clean, saving disposition, and had already paid a number of monthly instalments on two lots far out on the West Side.	true	108.53	115.87	17
2277_149874_000009_000002	His ambition was some day to build a house on them.	His ambition was some day to build a house on them.	true	116.09	118.87	17.512514
2277_149874_000010_000000	In the interval which marked the preparation of the meal Carrie found time to study the flat.	In the interval which marked the preparation of the meal Carrie found time to study the flat.	true	119.75	124.6	21.174192
2277_149874_000010_000001	She had some slight gift of observation and that sense, so rich in every woman--intuition.	She had some slight gift of observation and that sense, so rich in every woman-intuition.	true	124.82	130.69	20.192762
2277_149874_000011_000000	She felt the drag of a lean and narrow life.	She felt the drag of a lean and narrow life.	false	131.36	134.2	18.541708
2277_149874_000011_000001	The walls of the rooms were discordantly papered.	The walls of the rooms were discordantly papered.	true	134.24	136.995	18.970913
2277_149874_000011_000002	The floors were covered with matting and the hall laid with a thin rag carpet.	The floors were covered with matting and the hall laid with a thin rag carpet.	true	136.995	141.25	19.645416
2277_149874_000011_000003	One could see that the furniture was of that poor, hurriedly patched together quality sold by the instalment houses.	One could see that the furniture was of that poor, hurriedly patched together quality sold by the instalment houses.	true	141.5	147.46	19
2277_149874_000012_000000	She sat with Minnie, in the kitchen, holding the baby until it began to cry.	She sat with Minnie, in the kitchen, holding the baby until it began to cry.	true	148.34	152.44	19
2277_149874_000012_000001	Then she walked and sang to it, until Hanson, disturbed in his reading, came and took it.	Then she walked and sang to it, until Hanson, disturbed in his reading, came and took it.	true	152.63	157.51	20
2277_149874_000012_000002	A pleasant side to his nature came out here. He was patient.	A pleasant side to his nature came out here. He was patient.	true	158.54	162.285	20.795311
2277_149874_000012_000003	One could see that he was very much wrapped up in his offspring.	One could see that he was very much wrapped up in his offspring.	true	162.285	165.55	19.341324
2277_149874_000013_000000	"Now, now," he said, walking.	"Now, now," he said, walking.	true	165.74	167.715	19.123999
2277_149874_000013_000001	"There, there," and there was a certain Swedish accent noticeable in his voice.	"There, there," and there was a certain Swedish accent noticeable in his voice.	true	167.715	172.57	18.931753
2277_149874_000014_000000	"You'll want to see the city first, won't you?" said Minnie, when they were eating.	"You'll want to see the city first, won't you?" said Minnie, when they were eating.	true	173.48	177.1	18
2277_149874_000014_000001	"Well, we'll go out Sunday and see Lincoln Park."	"Well, we'll go out Sunday and see Lincoln Park."	true	177.14	179.98	22.50435
2277_149874_000015_000000	Carrie noticed that Hanson had said nothing to this.	Carrie noticed that Hanson had said nothing to this.	true	180.5	183.22	20.168718
2277_149874_000015_000001	He seemed to be thinking of something else.	He seemed to be thinking of something else.	true	183.29	185.53	20.795816
2277_149874_000016_000000	"Well," she said, "I think I'll look around to-morrow.	"Well," she said, "I think I'll look around to morrow.	true	185.96	189.345	22.500069
2277_149874_000016_000001	I've got Friday and Saturday, and it won't be any trouble.	I've got Friday and Saturday, and it won't be any trouble.	true	189.345	192.4	19
2277_149874_000016_000002	Which way is the business part?"	Which way is the business part?"	true	192.59	194.47	19.231274
2277_149874_000017_000000	Minnie began to explain, but her husband took this part of the conversation to himself.	Minnie began to explain, but her husband took this part of the conversation to himself.	true	195.05	199.66	18
2277_149874_000018_000000	"It's that way," he said, pointing east.	"It's that way," he said, pointing east.	true	200.03	202.335	19.836102
2277_149874_000018_000001	"That's east." Then he went off into the longest speech he had yet indulged in, concerning the lay of Chicago.	"That's east." Then he went off into the longest speech he had yet indulged in, concerning the lay of Chicago.	true	202.335	209.38	19.910263
2277_149874_000018_000002	"You'd better look in those big manufacturing houses along Franklin Street and just the other side of the river," he concluded. "Lots of girls work there.	"You'd better look in those big manufacturing houses along Franklin Street and just the other side of the river," he concluded. "Lots of girls work there.	true	209.72	217.78	20.782759
2277_149874_000018_000003	You could get home easy, too.	You could get home easy, too.	true	217.94	219.555	19.658047
2277_149874_000018_000004	It isn't very far."	It isn't very far."	true	219.555	220.84	21.25568
2277_149874_000019_000000	Carrie nodded and asked her sister about the neighbourhood.	Carrie nodded and asked her sister about the neighbourhood.	true	221.21	224.2	19.46536
2277_149874_000019_000001	The latter talked in a subdued tone, telling the little she knew about it, while Hanson concerned himself with the baby.	The latter talked in a subdued tone, telling the little she knew about it, while Hanson concerned himself with the baby.	true	224.27	230.5	18
2277_149874_000019_000002	Finally he jumped up and handed the child to his wife.	Finally he jumped up and handed the child to his wife.	true	230.78	233.74	19.511337
2277_149874_000020_000000	"I've got to get up early in the morning, so I'll go to bed," and off he went, disappearing into the dark little bedroom off the hall, for the night.	"I've got to get up early in the morning, so I'll go to bed," and off he went, disappearing into the dark little bedroom off the hall, for the night.	true	233.96	241.24	20.781301
2277_149874_000021_000000	"He works way down at the stock-yards," explained Minnie, "so he's got to get up at half-past five."	"He works way down at the stock yards," explained Minnie, "so he's got to get up at half past five."	false	241.73	245.295	21.073496
2277_149874_000022_000000	"What time do you get up to get breakfast?" asked Carrie.	"What time do you get up to get breakfast?" asked Carrie.	false	245.295	250.845	21.137287
2277_149874_000023_000000	"At about twenty minutes of five."	"At about twenty minutes of five."	true	250.845	252.67	22.307726
2277_149874_000024_000000	Together they finished the labour of the day, Carrie washing the dishes while Minnie undressed the baby and put it to bed.	Together they finished the labour of the day, Carrie washing the dishes while Minnie undressed the baby and put it to bed.	true	253.67	259.57	17
2277_149874_000024_000001	Minnie's manner was one of trained industry, and Carrie could see that it was a steady round of toil with her.	Minnie's manner was one of trained industry, and Carrie could see that it was a steady round of toil with her.	true	259.7	265.15	15
2277_149874_000025_000000	She began to see that her relations with Drouet would have to be abandoned.	She began to see that her relations with Drouet would have to be abandoned.	true	266.12	269.89	18
2277_149874_000025_000001	He could not come here.	He could not come here.	true	270.02	271.36	21.643639
2277_149874_000025_000002	She read from the manner of Hanson, in the subdued air of Minnie, and, indeed, the whole atmosphere of the flat, a settled opposition to anything save a conservative round of toil.	She read from the manner of Hanson, in the subdued air of Minnie, and, indeed, the whole atmosphere of the flat, a settled opposition to anything save a conservative round of toil.	true	271.58	282.19	20.069853
2277_149874_000025_000003	If Hanson sat every evening in the front room and read his paper, if he went to bed at nine, and Minnie a little later, what would they expect of her?	If Hanson sat every evening in the front room and read his paper, if he went to bed at nine, and Minnie a little later, what would they expect of her?	true	282.74	290.77	20.91756
2277_149874_000025_000004	She saw that she would first need to get work and establish herself on a paying basis before she could think of having company of any sort.	She saw that she would first need to get work and establish herself on a paying basis before she could think of having company of any sort.	true	290.96	298	17
2277_149874_000025_000005	Her little flirtation with Drouet seemed now an extraordinary thing.	Her little flirtation with Drouet seemed now an extraordinary thing.	true	298.07	301.75	19
2277_149874_000026_000000	"No," she said to herself, "he can't come here."	"No," she said to herself, "he can't come here."	true	302.18	305.05	22.395302
2277_149874_000027_000000	She asked Minnie for ink and paper, which were upon the mantel in the dining-room, and when the latter had gone to bed at ten, got out Drouet's card and wrote him.	She asked Minnie for ink and paper, which were upon the mantel in the dining room, and when the latter had gone to bed at ten, got out Drouet's card and wrote him.	true	305.33	313.66	18
2277_149874_000028_000000	"I cannot have you call on me here.	"I cannot have you call on me here.	true	313.97	315.72	21
2277_149874_000028_000001	You will have to wait until you hear from me again.	You will have to wait until you hear from me again.	true	315.72	318.13	17
2277_149874_000028_000002	My sister's place is so small."	My sister's place is so small."	true	318.14	320.23	19.103157
2277_149874_000029_000000	She troubled herself over what else to put in the letter.	She troubled herself over what else to put in the letter.	true	320.6	323.65	20.981346
2277_149874_000029_000001	She wanted to make some reference to their relations upon the train, but was too timid.	She wanted to make some reference to their relations upon the train, but was too timid.	true	323.78	328.42	18
2277_149874_000029_000002	She concluded by thanking him for his kindness in a crude way, then puzzled over the formality of signing her name, and finally decided upon the severe, winding up with a "Very truly," which she subsequently changed to "Sincerely." She sealed and addressed the letter, and going in the front room, the alcove of which contained her bed, drew the one small rocking-chair up to the open window, and sat looking out upon the night and streets in silent wonder.	She concluded by thanking him for his kindness in a crude way, then puzzled over the formality of signing her name, and finally decided upon the severe, winding up with a "Very truly," which she subsequently changed to "Sincerely." She sealed and addressed the letter, and going in the front room, the alcove of which contained her bed, drew the one small rocking chair up to the open window, and sat looking out upon the night and streets in silent wonder.	false	328.52	354.79	19
2277_149874_000029_000003	Finally, wearied by her own reflections, she began to grow dull in her chair, and feeling the need of sleep, arranged her clothing for the night and went to bed.	Finally, wearied by her own reflections, she began to grow dull in her chair, and feeling the need of sleep, arranged her clothing for the night and went to bed.	true	355.01	363.46	18
2277_149874_000030_000000	When she awoke at eight the next morning, Hanson had gone.	When she awoke at eight the next morning, Hanson had gone.	true	364.22	367.26	18
2277_149874_000030_000001	Her sister was busy in the dining-room, which was also the sitting-room, sewing. She worked, after dressing, to arrange a little breakfast for herself, and then advised with Minnie as to which way to look.	Her sister was busy in the dining room, which was also the sitting room, sewing. She worked, after dressing, to arrange a little breakfast for herself, and then advised with Minnie as to which way to look.	true	367.26	378.7	19.382055
2277_149874_000030_000002	The latter had changed considerably since Carrie had seen her.	The latter had changed considerably since Carrie had seen her.	true	379.22	382.39	18.733505
2277_149874_000030_000003	She was now a thin, though rugged, woman of twenty-seven, with ideas of life coloured by her husband's, and fast hardening into narrower conceptions of pleasure and duty than had ever been hers in a thoroughly circumscribed youth.	She was now a thin, though rugged, woman of twenty seven, with ideas of life coloured by her husband's, and fast hardening into narrower conceptions of pleasure and duty than had ever been hers in a thoroughly circumscribed youth.	false	382.4	395.5	18
2277_149874_000030_000004	She had invited Carrie, not because she longed for her presence, but because the latter was dissatisfied at home, and could probably get work and pay her board here.	She had invited Carrie, not because she longed for her presence, but because the latter was dissatisfied at home, and could probably get work and pay her board here.	true	395.78	404.05	16
2277_149874_000030_000005	She was pleased to see her in a way, but reflected her husband's point of view in the matter of work.	She was pleased to see her in a way, but reflected her husband's point of view in the matter of work.	true	404.66	410.02	21
2277_149874_000030_000006	Anything was good enough so long as it paid--say, five dollars a week to begin with.	Anything was good enough so long as it paid-say, five dollars a week to begin with.	true	410.06	415.24	20.208483
2277_149874_000030_000007	A shop girl was the destiny prefigured for the newcomer.	A shop girl was the destiny prefigured for the newcomer.	true	415.43	418.63	20.816881
2277_149874_000030_000008	She would get in one of the great shops and do well enough until--well, until something happened. Neither of them knew exactly what.	She would get in one of the great shops and do well enough until-well, until something happened. Neither of them knew exactly what.	true	418.73	426.58	21.211046
2277_149874_000030_000009	They did not figure on promotion. They did not exactly count on marriage.	They did not figure on promotion. They did not exactly count on marriage.	true	426.77	430.89	22.230705
2277_149874_000030_000010	Things would go on, though, in a dim kind of way until the better thing would eventuate, and Carrie would be rewarded for coming and toiling in the city.	Things would go on, though, in a dim kind of way until the better thing would eventuate, and Carrie would be rewarded for coming and toiling in the city.	true	430.89	438.67	14
2277_149874_000030_000011	It was under such auspicious circumstances that she started out this morning to look for work.	It was under such auspicious circumstances that she started out this morning to look for work.	true	438.89	443.8	19
2277_149874_000031_000000	Before following her in her round of seeking, let us look at the sphere in which her future was to lie.	Before following her in her round of seeking, let us look at the sphere in which her future was to lie.	true	443.9	449.47	19
2277_149874_000031_000001	In 1889 Chicago had the peculiar qualifications of growth which made such adventuresome pilgrimages even on the part of young girls plausible.	In eighteen eighty nine Chicago had the peculiar qualifications of growth which made such adventuresome pilgrimages even on the part of young girls plausible.	true	449.6	458.53	17
2277_149874_000031_000002	Its many and growing commercial opportunities gave it widespread fame, which made of it a giant magnet, drawing to itself, from all quarters, the hopeful and the hopeless--those who had their fortune yet to make and those whose fortunes and affairs had reached a disastrous climax elsewhere.	Its many and growing commercial opportunities gave it widespread fame, which made of it a giant magnet, drawing to itself, from all quarters, the hopeful and the hopeless-those who had their fortune yet to make and those whose fortunes and affairs had reached a disastrous climax elsewhere.	true	458.6	474.73	19
2277_149874_000031_000003	It was a city of over 500,000, with the ambition, the daring, the activity of a metropolis of a million.	It was a city of over five hundred thousand, with the ambition, the daring, the activity of a metropolis of a million.	true	475.04	482.07	18
2277_149874_000031_000004	Its streets and houses were already scattered over an area of seventy-five square miles.	Its streets and houses were already scattered over an area of seventy five square miles.	false	482.07	487.3	18.831669
2277_149874_000031_000005	Its population was not so much thriving upon established commerce as upon the industries which prepared for the arrival of others.	Its population was not so much thriving upon established commerce as upon the industries which prepared for the arrival of others.	true	488.3	495.43	14
2277_149874_000031_000006	The sound of the hammer engaged upon the erection of new structures was everywhere heard.	The sound of the hammer engaged upon the erection of new structures was everywhere heard.	true	495.92	500.68	15
2277_149874_000031_000007	Great industries were moving in.	Great industries were moving in.	true	500.81	502.78	18
2277_149874_000031_000008	The huge railroad corporations which had long before recognised the prospects of the place had seized upon vast tracts of land for transfer and shipping purposes.	The huge railroad corporations which had long before recognised the prospects of the place had seized upon vast tracts of land for transfer and shipping purposes.	true	502.88	512.17	17
2277_149874_000031_000009	Street-car lines had been extended far out into the open country in anticipation of rapid growth. The city had laid miles and miles of streets and sewers through regions where, perhaps, one solitary house stood out alone--a pioneer of the populous ways to be.	Street car lines had been extended far out into the open country in anticipation of rapid growth. The city had laid miles and miles of streets and sewers through regions where, perhaps, one solitary house stood out alone-a pioneer of the populous ways to be.	true	512.87	528.76	19
2277_149874_000031_000010	There were regions open to the sweeping winds and rain, which were yet lighted throughout the night with long, blinking lines of gas-lamps, fluttering in the wind.	There were regions open to the sweeping winds and rain, which were yet lighted throughout the night with long, blinking lines of gas lamps, fluttering in the wind.	false	529.1	537.97	18
2277_149874_000031_000011	Narrow board walks extended out, passing here a house, and there a store, at far intervals, eventually ending on the open prairie.	Narrow board walks extended out, passing here a house, and there a store, at far intervals, eventually ending on the open prairie.	true	538.31	546.16	18.31576
2277_149874_000032_000000	In the central portion was the vast wholesale and shopping district, to which the uninformed seeker for work usually drifted.	In the central portion was the vast wholesale and shopping district, to which the uninformed seeker for work usually drifted.	true	547.07	554.14	19.836248
2277_149874_000032_000001	It was a characteristic of Chicago then, and one not generally shared by other cities, that individual firms of any pretension occupied individual buildings.	It was a characteristic of Chicago then, and one not generally shared by other cities, that individual firms of any pretension occupied individual buildings.	true	554.24	563.62	19
2277_149874_000032_000002	The presence of ample ground made this possible.	The presence of ample ground made this possible.	true	563.99	566.74	19.610918
2277_149874_000032_000003	It gave an imposing appearance to most of the wholesale houses, whose offices were upon the ground floor and in plain view of the street.	It gave an imposing appearance to most of the wholesale houses, whose offices were upon the ground floor and in plain view of the street.	true	566.75	574.15	18
2277_149874_000032_000004	The large plates of window glass, now so common, were then rapidly coming into use, and gave to the ground floor offices a distinguished and prosperous look. The casual wanderer could see as he passed a polished array of office fixtures, much frosted glass, clerks hard at work, and genteel business men in "nobby" suits and clean linen lounging about or sitting in groups.	The large plates of window glass, now so common, were then rapidly coming into use, and gave to the ground floor offices a distinguished and prosperous look. The casual wanderer could see as he passed a polished array of office fixtures, much frosted glass, clerks hard at work, and genteel business men in "nobby" suits and clean linen lounging about or sitting in groups.	false	574.34	595.69	18
2277_149874_000032_000005	Polished brass or nickel signs at the square stone entrances announced the firm and the nature of the business in rather neat and reserved terms.	Polished brass or nickel signs at the square stone entrances announced the firm and the nature of the business in rather neat and reserved terms.	true	596.3	604.33	17
2277_149874_000032_000006	The entire metropolitan centre possessed a high and mighty air calculated to overawe and abash the common applicant, and to make the gulf between poverty and success seem both wide and deep.	The entire metropolitan centre possessed a high and mighty air calculated to overawe and abash the common applicant, and to make the gulf between poverty and success seem both wide and deep.	false	604.82	616.6	21
2277_149874_000033_000000	Into this important commercial region the timid Carrie went.	Into this important commercial region the timid Carrie went.	true	616.88	620.35	16
2277_149874_000033_000001	She walked east along Van Buren Street through a region of lessening importance, until it deteriorated into a mass of shanties and coal-yards, and finally verged upon the river.	She walked east along Van Buren Street through a region of lessening importance, until it deteriorated into a mass of shanties and coal yards, and finally verged upon the river.	true	620.51	630.82	17
2277_149874_000033_000002	She walked bravely forward, led by an honest desire to find employment and delayed at every step by the interest of the unfolding scene, and a sense of helplessness amid so much evidence of power and force which she did not understand.	She walked bravely forward, led by an honest desire to find employment and delayed at every step by the interest of the unfolding scene, and a sense of helplessness amid so much evidence of power and force which she did not understand.	true	630.95	644.44	18
2277_149874_000033_000003	These vast buildings, what were they?	These vast buildings, what were they?	true	645.11	647.68	20.691776
2277_149874_000033_000004	These strange energies and huge interests, for what purposes were they there?	These strange energies and huge interests, for what purposes were they there?	true	647.84	652.84	20.833387
2277_149874_000033_000005	She could have understood the meaning of a little stone-cutter's yard at Columbia City, carving little pieces of marble for individual use, but when the yards of some huge stone corporation came into view, filled with spur tracks and flat cars, transpierced by docks from the river and traversed overhead by immense trundling cranes of wood and steel, it lost all significance in her little world.	She could have understood the meaning of a little stone cutter's yard at Columbia City, carving little pieces of marble for individual use, but when the yards of some huge stone corporation came into view, filled with spur tracks and flat cars, transpierced by docks from the river and traversed overhead by immense trundling cranes of wood and steel, it lost all significance in her little world.	true	653.42	676	18
2277_149874_000034_000000	It was so with the vast railroad yards, with the crowded array of vessels she saw at the river, and the huge factories over the way, lining the water's edge.	It was so with the vast railroad yards, with the crowded array of vessels she saw at the river, and the huge factories over the way, lining the water's edge.	true	676.64	685	16
2277_149874_000034_000001	Through the open windows she could see the figures of men and women in working aprons, moving busily about.	Through the open windows she could see the figures of men and women in working aprons, moving busily about.	true	685.43	691.33	16
2277_149874_000034_000002	The great streets were wall-lined mysteries to her; the vast offices, strange mazes which concerned far-off individuals of importance.	The great streets were wall lined mysteries to her; the vast offices, strange mazes which concerned far off individuals of importance.	true	691.52	699.67	19.121931
2277_149874_000034_000003	She could only think of people connected with them as counting money, dressing magnificently, and riding in carriages.	She could only think of people connected with them as counting money, dressing magnificently, and riding in carriages.	true	699.95	706.42	18
2277_149874_000034_000004	What they dealt in, how they laboured, to what end it all came, she had only the vaguest conception.	What they dealt in, how they laboured, to what end it all came, she had only the vaguest conception.	true	706.64	712.48	20.442265
2277_149874_000034_000005	It was all wonderful, all vast, all far removed, and she sank in spirit inwardly and fluttered feebly at the heart as she thought of entering any one of these mighty concerns and asking for something to do--something that she could do--anything.	It was all wonderful, all vast, all far removed, and she sank in spirit inwardly and fluttered feebly at the heart as she thought of entering any one of these mighty concerns and asking for something to do-something that she could do-anything.	false	712.76	735.45	20.02563
