8297_275156_000000_000000	Chapter XLI.	Chapter forty one.	false	0.81	33.315	21.759876
8297_275156_000013_000000	Herbert became more unreasonable than ever.	Herbert became more unreasonable than ever.	true	204.95	207.73	23.816353
8297_275156_000013_000001	"If Catherine does think of marrying again," he said, "the man will have to reckon first with me. But that is not the point.	"If Catherine does think of marrying again," he said, "the man will have to reckon first with me. But that is not the point.	true	208.25	216.975	24.81543
8297_275156_000013_000002	You seem to have forgotten that the woman at Buck's Hotel is described as a Widow.	You seem to have forgotten that the woman at Buck's Hotel is described as a Widow.	true	216.975	221.59	23.936468
8297_275156_000013_000003	The bare doubt that my divorced wife might be the woman was bad enough--but what I wanted to find out was how she had passed off her false pretense on our child.	The bare doubt that my divorced wife might be the woman was bad enough-but what I wanted to find out was how she had passed off her false pretense on our child.	true	221.87	232.23	24.54606
8297_275156_000013_000004	_That_ was what maddened me!	underscore That underscore was what maddened me!	false	232.23	235.47	25.249922
8297_275156_000013_000005	No more of it now.	No more of it now.	true	235.47	236.62	25.098381
8297_275156_000013_000006	Have you seen Catherine lately?"	Have you seen Catherine lately?"	true	237.29	239.29	27.597717
8297_275156_000014_000000	"Not lately."	"Not lately."	true	240.14	241.18	28.938929
8297_275156_000015_000000	"I suppose she is as handsome as ever.	"I suppose she is as handsome as ever.	true	242.48	244.72	24.297716
8297_275156_000015_000001	When will you ask her to let me see Kitty?"	When will you ask her to let me see Kitty?"	true	245.51	247.81	28.95636
8297_275156_000016_000000	"Leave that to me," was the one reply which Randal could venture to make at the moment.	"Leave that to me," was the one reply which Randal could venture to make at the moment.	true	249.08	255.9	23.41523
8297_275156_000017_000000	The serious embarrassments that surrounded him were thickening fast.	The serious embarrassments that surrounded him were thickening fast.	true	255.9	261.01	22.283997
8297_275156_000017_000001	His natural frank nature urged him to undeceive Herbert.	His natural frank nature urged him to undeceive Herbert.	true	261.44	266.14	25.30213
8297_275156_000017_000002	If he followed his inclinations, in the near neighborhood of the hotel, who could say what disasters might not ensue, in his brother's present frame of mind?	If he followed his inclinations, in the near neighborhood of the hotel, who could say what disasters might not ensue, in his brother's present frame of mind?	true	267.23	278.56	22.685177
8297_275156_000017_000003	If he made the disclosure on their return to the house, he would be only running the same risk of consequences, after an interval of delay; and, if he remained silent, the march of events might, at any moment, lead to the discovery of what he had concealed.	If he made the disclosure on their return to the house, he would be only running the same risk of consequences, after an interval of delay; and, if he remained silent, the march of events might, at any moment, lead to the discovery of what he had concealed.	true	279.89	299.17	22.413645
8297_275156_000017_000004	Add to this, that his confidence in Catherine had been rudely shaken.	Add to this, that his confidence in Catherine had been rudely shaken.	true	301.22	307.09	28.49202
8297_275156_000017_000005	Having allowed herself to be entrapped into the deception proposed by her mother, and having thus far persevered in that deception, were the chances in favor of her revealing her true position--especially if she was disposed to encourage Bennydeck's suit?	Having allowed herself to be entrapped into the deception proposed by her mother, and having thus far persevered in that deception, were the chances in favor of her revealing her true position-especially if she was disposed to encourage Bennydeck's suit?	true	307.79	325.48	24.039904
8297_275156_000017_000006	Randal's loyalty to Catherine hesitated to decide that serious question against the woman whom he had known, trusted, and admired for so many years.	Randal's loyalty to Catherine hesitated to decide that serious question against the woman whom he had known, trusted, and admired for so many years.	true	326.84	337.78	23.81997
8297_275156_000017_000007	In any event, her second marriage would lead to one disastrous result.	In any event, her second marriage would lead to one disastrous result.	true	338.9	344.08	24.349157
8297_275156_000017_000008	It would sooner or later come to Herbert's ears.	It would sooner or later come to Herbert's ears.	true	344.72	348.16	22.653732
8297_275156_000017_000009	In the meantime, after what Mrs. Presty had confessed, the cruel falsehood which had checked poor Kitty's natural inquiries raised an insuperable obstacle to a meeting between father and child.	In the meantime, after what mrs Presty had confessed, the cruel falsehood which had checked poor Kitty's natural inquiries raised an insuperable obstacle to a meeting between father and child.	true	349.13	363.76	23.492916
8297_275156_000018_000000	If Randal shrank from the prospect which thus presented itself to him, in his relations with his brother, and if his thoughts reverted to Sydney Westerfield, other reasons for apprehension found their way into his mind.	If Randal shrank from the prospect which thus presented itself to him, in his relations with his brother, and if his thoughts reverted to Sydney Westerfield, other reasons for apprehension found their way into his mind.	true	364.76	380.5	24.901379
8297_275156_000019_000000	He had promised to do his best toward persuading Catherine to grant Sydney an interview.	He had promised to do his best toward persuading Catherine to grant Sydney an interview.	true	382.4	388.48	24.28472
8297_275156_000019_000001	To perform that promise appeared to be now simply impossible.	To perform that promise appeared to be now simply impossible.	true	389.27	393.7	26.652887
8297_275156_000019_000002	Under the exasperating influence of a disappointment for which she was not prepared, it was hard to say what act of imprudence Sydney might not commit.	Under the exasperating influence of a disappointment for which she was not prepared, it was hard to say what act of imprudence Sydney might not commit.	true	394.37	405.58	26.212183
8297_275156_000019_000003	Even the chance of successfully confiding her to Bennydeck's protection had lost something of its fair promise, since Randal's visit to Sydenham.	Even the chance of successfully confiding her to Bennydeck's protection had lost something of its fair promise, since Randal's visit to Sydenham.	false	407	417.39	23.44774
8297_275156_000019_000004	That the Captain would welcome his friend's daughter as affectionately as if she had been his own child, was not to be doubted for a moment.	That the Captain would welcome his friend's daughter as affectionately as if she had been his own child, was not to be doubted for a moment.	true	417.39	426.34	25.60696
8297_275156_000019_000005	But that she would receive the same unremitting attention, while he was courting Catherine, which would have been offered to her under other circumstances, was not to be hoped.	But that she would receive the same unremitting attention, while he was courting Catherine, which would have been offered to her under other circumstances, was not to be hoped.	true	426.95	438.88	22.87623
8297_275156_000019_000006	Be the results, however, what they might, Randal could see but one plain course before him now.	Be the results, however, what they might, Randal could see but one plain course before him now.	true	440.63	447.73	24.769415
8297_275156_000019_000007	He decided on hastening Sydney's introduction to Bennydeck, and on writing at once to prepare the Captain for that event.	He decided on hastening Sydney's introduction to Bennydeck, and on writing at once to prepare the Captain for that event.	true	448.49	458.23	20.083906
8297_275156_000020_000000	Even this apparently simple proceeding required examination in its different bearings, before he could begin his letter.	Even this apparently simple proceeding required examination in its different bearings, before he could begin his letter.	true	458.27	467.08	21.721199
8297_275156_000021_000000	Would he be justified in alluding to the report which associated Bennydeck with Catherine?	Would he be justified in alluding to the report which associated Bennydeck with Catherine?	true	468.53	474.46	21
8297_275156_000021_000001	Considerations of delicacy seemed to forbid taking this liberty, even with an intimate friend.	Considerations of delicacy seemed to forbid taking this liberty, even with an intimate friend.	true	476.12	483.67	25.021662
8297_275156_000021_000002	It was for the Captain to confirm what Mrs. Presty had said of him, if he thought it desirable to touch on the subject in his reply.	It was for the Captain to confirm what mrs Presty had said of him, if he thought it desirable to touch on the subject in his reply.	true	484.58	494.29	24.587662
8297_275156_000021_000003	Besides, looking to Catherine's interest--and not forgetting how she had suffered--had Randal any right to regard with other than friendly feelings a second marriage, which united her to a man morally and intellectually the superior of her first husband?	Besides, looking to Catherine's interest-and not forgetting how she had suffered-had Randal any right to regard with other than friendly feelings a second marriage, which united her to a man morally and intellectually the superior of her first husband?	true	495.41	515.44	24.310469
8297_275156_000021_000004	What happier future could await her--especially if she justified Randal's past experience of all that was candid and truthful in her character--than to become his friend's wife?	What happier future could await her-especially if she justified Randal's past experience of all that was candid and truthful in her character-than to become his friend's wife?	true	515.84	528.7	24.146456
8297_275156_000022_000000	Written under the modifying influence of these conclusions, his letter contained the few words that follow:	Written under the modifying influence of these conclusions, his letter contained the few words that follow:	true	531.38	538.93	21.558298
8297_275156_000023_000000	"I have news for you which I am sure you will be glad to hear.	"I have news for you which I am sure you will be glad to hear.	true	541.4	545.71	21.416113
8297_275156_000023_000001	Your old friend's daughter has abandoned her sinful way of life, and has made sacrifices which prove the sincerity of her repentance.	Your old friend's daughter has abandoned her sinful way of life, and has made sacrifices which prove the sincerity of her repentance.	true	546.32	555.85	23.41392
8297_275156_000023_000002	Without entering into particulars which may be mercifully dismissed from notice, let me only assure you that I answer for Sydney Westerfield as being worthy of the fatherly interest which you feel in her.	Without entering into particulars which may be mercifully dismissed from notice, let me only assure you that I answer for Sydney Westerfield as being worthy of the fatherly interest which you feel in her.	true	557.09	572.71	21.351656
8297_275156_000023_000003	Shall I say that she may expect an early visit from you, when I see her to-morrow?	Shall I say that she may expect an early visit from you, when I see her to morrow?	true	573.77	578.38	25.577806
8297_275156_000023_000004	I don't doubt that I am free already to do this; but it will encourage the poor girl, if I can speak with your authority."	I don't doubt that I am free already to do this; but it will encourage the poor girl, if I can speak with your authority."	true	578.93	587.14	25.499702
8297_275156_000024_000000	He added Sydney's address in a postscript, and dispatched his letter that evening.	He added Sydney's address in a postscript, and dispatched his letter that evening.	true	589.7	594.76	23.219193
8297_275156_000025_000000	On the afternoon of the next day two letters were delivered to Randal, bearing the Sydenham postmark.	On the afternoon of the next day two letters were delivered to Randal, bearing the Sydenham postmark.	true	595.82	602.56	24.841366
8297_275156_000026_000000	The first which he happened to take up was addressed to him in Mrs. Presty's handwriting.	The first which he happened to take up was addressed to him in mrs Presty's handwriting.	true	603.98	610.48	26.642956
8297_275156_000026_000001	His opinion of this correspondent was expressed in prompt action--he threw the letter, unopened, into the waste-paper basket.	His opinion of this correspondent was expressed in prompt action-he threw the letter, unopened, into the waste paper basket.	true	611.18	620.71	28.473106
8297_275156_000027_000000	The next letter was from Bennydeck, written in the kindest terms, but containing no allusion to any contemplated change in his life.	The next letter was from Bennydeck, written in the kindest terms, but containing no allusion to any contemplated change in his life.	true	622.64	632.35	23.092085
8297_275156_000027_000001	He would not be able (he wrote) to leave Sydenham for a day or two.	He would not be able (he wrote) to leave Sydenham for a day or two.	true	633.02	638.32	25.782347
8297_275156_000027_000002	No explanation of the cause of this delay followed.	No explanation of the cause of this delay followed.	true	639.68	643.39	24.5111
8297_275156_000027_000003	But it might, perhaps, be excusable to infer that the marriage had not yet been decided on, and that the Captain's proposals were still waiting for Catherine's reply.	But it might, perhaps, be excusable to infer that the marriage had not yet been decided on, and that the Captain's proposals were still waiting for Catherine's reply.	true	643.58	655.09	25.443266
8297_275156_000028_000000	Randal put the letter in his pocket and went at once to Sydney's lodgings.	Randal put the letter in his pocket and went at once to Sydney's lodgings.	false	657.05	666.84	23.111328
8297_275156_000029_000000	Chapter XLII.	Chapter forty two.	false	666.84	667.95	32.46519
8297_275156_000029_000001	Try to Excuse Her.	Try to Excuse Her.	false	667.95	668.34	13
8297_275156_000030_000000	The weather had been unusually warm.	The weather had been unusually warm.	false	668.34	668.97	17.405848
8297_275156_000030_000001	Of all oppressive summers a hot summer in London is the hardest to endure.	Of all oppressive summers a hot summer in London is the hardest to endure.	false	668.97	670.38	-20
8297_275156_000030_000002	The little exercise that Sydney could take was, as Randal knew, deferred until the evening.	The little exercise that Sydney could take was, as Randal knew, deferred until the evening.	false	670.38	671.91	-20
8297_275156_000030_000003	On asking for her, he was surprised to hear that she had gone out.	On asking for her, he was surprised to hear that she had gone out.	false	671.91	673.32	-20
